seed_set,n_variants,novelty_pct,mean_binding_capacity,max_binding_capacity
MT_bacterial_redox,120,33.33333333333333,0.8230638444566769,0.9980111122131348
MT_bacterial_transformation,40,80.0,0.18074247235443291,0.9202730059623718
cd_specific,160,56.25,0.5804725000394008,0.9997687935829164
hg_specific,120,26.666666666666668,0.9638563772973915,0.9940285682678224
pb_mer_operon,120,51.66666666666667,0.5142744454820926,0.9959606528282166
