seed_set,n_variants,novelty_pct,mean_binding_capacity,max_binding_capacity
MT_bacterial_redox,120,100.0,0.6693281607735222,0.9988149404525756
MT_bacterial_transformation,40,100.0,0.24456503754772707,0.9875521659851074
cd_specific,160,100.0,0.41818259700122384,0.9989270567893982
hg_specific,120,100.0,0.5250367699709718,0.9962706565856934
pb_mer_operon,120,100.0,0.3017512618730198,0.9976040720939636
