seed_set,n_variants,novelty_pct,mean_binding_capacity,max_binding_capacity
MT_bacterial_redox,120,97.5,0.7486808682048528,0.9980230331420898
MT_bacterial_transformation,40,100.0,0.18610922485102033,0.9213457703590392
cd_specific,160,100.0,0.5168562581205028,0.999595820903778
hg_specific,120,99.16666666666667,0.8738739115923333,0.995736837387085
pb_mer_operon,120,100.0,0.49994692342184777,0.9963350296020508
